X,Y,OBJECTID,Name,Address,PhoneNumber,Website,Facebook,Twitter,SportsHall,Hall,Stage,MeetingRooms,Wifi,CoffeeDock,ITFacilities,ChildcareCreche,Parking,DisabilityAccess,OutDoorFacilities,PlayArea,SummaryActivities,Creator,CreationDate,Editor,EditorDate,SDCCOwned,PrimaryActivity,Email
-6.394055578146621,53.293435514017027,10407,FETTERCAIRN HORSE PROJECT,"Fettercairn Road, Tallaght, Dublin 24",462 7214,http://fyhp.ie/,na,na,,,,,,,,,,,Yes,,Horse Project,Esri_Anonymous,2015-10-06T14:10:22.000Z,Esri_Anonymous,2015-10-12T15:52:09.000Z,Yes,Sports and Recreation Clubs,
-6.35178126612061,53.304205698757706,10806,Kilnamanagh Football Club,"Treepark Road, Kilnamanagh, Dublin 24",,http://www.kafc.ie/,,,,,,,,,,,,,,,Football Club,Esri_Anonymous,2015-10-07T10:42:08.000Z,Esri_Anonymous,2015-10-12T15:36:51.000Z,,Sports and Recreation Clubs,
-6.461208345276439,53.356109410611374,14808,Clondalkin Canoe Facility,South County Dublin Leisure Services,,,,@,,,,,,,,,,,,,Canoeing,Esri_Anonymous,2015-10-22T09:50:11.000Z,Esri_Anonymous,2015-10-22T09:51:30.000Z,Yes,Sports and Recreation Clubs,
-6.449422337517224,53.346925266681922,14809,Lucan Harriers Athletic CLub,"Newcastle Road,  Lucan,  Co Dublin",,http://www.lucanharriers.com/,,,,,,,,,,,,,,,Athletics Fitness Sport,Esri_Anonymous,2015-10-22T09:56:04.000Z,Esri_Anonymous,2016-05-03T16:02:13.000Z,,Sports and Recreation Clubs,
-6.41541576112598,53.354459590046432,14810,Esker Celtic Football Club,"Griffeen Park, Lucan, Co. Dublin",,http://eskerceltic.ie/,,,,,,,,,,,,,,,"Soccer, Football, Fitness",Esri_Anonymous,2015-10-22T09:57:01.000Z,Esri_Anonymous,2016-05-03T15:54:28.000Z,,Sports and Recreation Clubs,
-6.355804222073157,53.292727792216233,16010,Astro Park Tallaght,Greenhills Road,(01) 459 9822,http://astropark.ie/,,,,,,,,,,,,,,,,Esri_Anonymous,2016-01-05T11:50:57.000Z,Esri_Anonymous,2016-01-05T11:53:28.000Z,No,Sports and Recreation Clubs,info@astropark.ie
-6.433146244805093,53.315499416828338,29219,Grange Castle Golf Club,"New Nangor Road, Clondalkin, Dublin 22, Co. Dublin, Ireland",(01) 4641043,http://www.grangecastlegc.com/,,,,,,,,,,,,,,,Golf Course,Esri_Anonymous,2016-04-27T09:53:32.000Z,Esri_Anonymous,2016-04-27T09:54:38.000Z,,Sports and Recreation Clubs,
-6.405905073103821,53.278904280339141,29220,Jobstown All Weather Pitch,"Jobstown, Tallaght, Dublin 24",087 6755474,,,,,,,,,,,,,,,,"Football, Soccer",Esri_Anonymous,2016-04-27T09:59:44.000Z,Esri_Anonymous,2016-04-29T14:33:11.000Z,,Sports and Recreation Clubs,
-6.477247943621157,53.303903311949497,29222,Peamount United fC,"Greenogue, Newcastle, Co. Dublin",,http://www.peamount.com/,,,,,,,,,,,,,,,"Soccer, Fitness, Sport Football",Esri_Anonymous,2016-04-27T11:15:05.000Z,Esri_Anonymous,2016-04-27T11:17:36.000Z,,Sports and Recreation Clubs,
-6.313941013305302,53.308267552600988,29224,Leinster Badminton Union,"Whitehall Road, Dublin 12",01 4505966,http://leinsterbadminton.com/,,,,,,,,,,,,,,,"Badminton, Sports, Fitness",Esri_Anonymous,2016-04-29T14:59:33.000Z,Esri_Anonymous,2016-04-29T15:01:01.000Z,,Sports and Recreation Clubs,
-6.455676785482468,53.264983811431158,29620,Eagles Rifle and Pistol Target Club,"Lugg Hill, Saggart, Co. Dublin",,http://www.eaglerifleandpistolclub.com/,,,,,,,,,,,,,,,Shooting,Esri_Anonymous,2016-04-27T10:45:16.000Z,Esri_Anonymous,2016-04-27T10:46:29.000Z,,Sports and Recreation Clubs,
-6.268067829349723,53.260057554720724,30021,Stackstown Golf Club,Stackstown Golf Club Kellystown Road Rathfarnham Dublin 16,1 494 1993,http://www.stackstowngolfclub.ie/,,,,,,,,,,,,,,,Golf,Esri_Anonymous,2016-04-27T10:19:09.000Z,Esri_Anonymous,2016-04-27T10:20:18.000Z,,Sports and Recreation Clubs,
-6.409599586356925,53.34133235348304,30023,South Dublin Football League,Ballyowen Park  Lucan  Co Dublin,01 4578020/25,http://www.sdfl.ie/,,,,,,,,,,,,,,,Soccer Football,Esri_Anonymous,2016-04-27T11:08:13.000Z,Esri_Anonymous,2016-04-27T11:10:48.000Z,,Sports and Recreation Clubs,
-6.386290277764703,53.273064395952055,30024,Sacred Heart Football Club,"Killinarden, Tallaght, Dublin 24",,,,,,,,,,,,,,,,,"All weather facility, soccer, football",Esri_Anonymous,2016-04-27T11:20:36.000Z,Esri_Anonymous,2016-04-27T11:21:48.000Z,,Sports and Recreation Clubs,
-6.388628752612981,53.290289569579315,30417,Glennane Hockey Club,"Glenanne Park, St. Marks Community School, Tallaght 24.",,http://www.glenannehockeyclub.com/,,,,,,,,,,,,,,,Hockey,Esri_Anonymous,2016-04-27T10:37:41.000Z,Esri_Anonymous,2016-04-27T10:39:17.000Z,,Sports and Recreation Clubs,
-6.325799182301568,53.296260199452611,4826,FAUGH'S GAA Club,"WELLINGTON LANE, DUBLIN 6W",4903566,http://faughs.ie/,,,,Yes,,Yes,,,,,Yes,,Yes,,GAA  CLUB,COMMUNITY,2015-06-15T15:39:47.000Z,Esri_Anonymous,2017-08-03T11:40:58.000Z,No,Sports and Recreation Clubs,secretary.faughshurling.dublin@gaa.ie
-6.273834578137076,53.263718762778552,29221,Kilmashogue Golf Club,"St. Columba's College, Whitechurch, Dublin 16",01 495 2237,http://www.kilmashoguegc.ie/,,,,,,,,,,,,,,,Golf,Esri_Anonymous,2016-04-27T10:56:45.000Z,Esri_Anonymous,2017-09-12T11:20:07.000Z,,Sports and Recreation Clubs,
